TransactionID,isFraud
2987003,0.01218098441223208
2987005,0.00899585445630792
2987013,0.023118424171603112
2987015,0.003922863293101222
2987025,0.019574612674104153
2987027,0.015254563154669104
2987037,0.0037364016026925078
2987055,0.005389969155884557
2987056,0.13974335160429566
2987059,0.004342193825360836
2987062,0.008284335694477257
2987063,0.0011000509392520136
2987064,0.05699353347316414
2987068,0.09919159658525052
2987069,0.04571639603850316
2987071,0.009477531289079973
2987073,0.08080607113407498
2987090,0.026202341900949246
2987094,0.05977769699281387
2987095,0.006184981947142978
2987099,0.016484239754035304
2987104,0.006839679122343858
2987116,0.012112683572184325
2987125,0.0025459492261054313
2987126,0.0049705431266356915
2987133,0.012790288040776119
2987138,0.0018453610387089668
2987152,0.004091185107850205
2987157,0.0028790162123336033
2987159,0.009449504829080753
2987162,0.03945589773655922
2987163,0.02066783022638209
2987169,0.026175318110067982
2987179,0.007443891375524799
2987181,0.008071392101590419
2987184,0.04830258217241854
2987188,0.0024568052717998316
2987189,0.08500968250281617
2987190,0.23400613385551294
2987191,0.007499180823205444
2987193,0.21487700925040257
2987194,0.0004751815298525571
2987199,0.005899081097356906
2987203,0.21794717946619857
2987205,0.1622685225946774
2987207,0.0024396022910638778
2987209,0.018288464018116783
2987215,0.027693624360490728
2987224,0.03659351948719863
2987229,0.012553466647578969
2987233,0.16632026023630453
2987241,0.013226263862210898
2987245,0.9366175622389247
2987246,0.08700840009658696
2987251,0.026372108222626145
2987253,0.0068633126183798975
2987255,0.012832038551684237
2987258,0.00893653509087097
2987266,0.008289879500377887
2987268,0.005808811608895266
2987275,0.0013981342844917157
2987280,0.005665638999362697
2987284,0.0455342104854004
2987290,0.0032820522127354796
2987292,0.009020099003969504
2987294,0.02437752697075576
2987310,0.062365421168010624
2987311,0.01151005584955889
2987318,0.020485949651424338
2987342,0.09286010392991353
2987344,0.008231831885548742
2987352,0.6386359154457697
2987357,0.014735871656830053
2987363,0.021915327755490967
2987368,0.09475234322617665
2987372,0.049410294214073024
2987374,0.0035002330474244673
2987377,0.008266808190446853
2987383,0.009515878808247464
2987390,0.0003669288690394332
2987395,0.005350417552928204
2987404,0.0032048484534851927
2987407,0.15128653446831725
2987409,0.01098791991250676
2987415,0.0012885830410873382
2987429,0.002995961211435758
2987434,0.0031190391847233114
2987435,0.001057971792274951
2987443,0.12907156882031356
2987448,0.006974402659288748
2987449,0.010780950602784709
2987462,0.00029822199899989587
2987468,0.004787421310094673
2987484,0.009410821176145303
2987503,0.0007892009594272195
2987507,0.011340082059880406
2987514,0.01725188001515042
2987515,0.0003722030052516074
2987525,0.007479101618759097
2987533,0.038242030400416724
2987537,0.013123313915320081
2987540,0.013524693030632872
2987545,0.015828996097498063
2987558,0.005415998569404824
2987559,0.0152220845775803
2987570,0.025611757354070563
2987571,0.0195708772950666
2987574,0.011618193811212587
2987576,0.005851490937448489
2987579,0.46633248483526585
2987580,0.12557866646707758
2987594,0.028195391871548403
2987599,0.010361799293972782
2987600,0.1273663137403046
2987604,0.01685836247398131
2987607,0.027792655379246956
2987615,0.007776724224982676
2987617,0.22393323967950904
2987626,0.0023159192465710987
2987637,0.08648105931463491
2987638,0.009011365444359468
2987640,0.01673121115091181
2987645,0.012779600798703706
2987654,0.0053598554490106465
2987678,0.009668732324730629
2987685,0.007501388748827453
2987699,0.010221792952905066
2987702,0.004198537140770183
2987709,0.00616264339916042
2987722,0.005503922937299358
2987727,0.007886823600996582
2987732,0.0024486683174844833
2987739,0.47152108774672447
2987748,0.0005999029335904459
2987754,0.010183788153986559
2987762,0.012670585511608993
2987764,0.010625218323480066
2987770,0.016211932811029405
2987771,0.000340816498819216
2987777,0.10744373893863107
2987794,0.007499171541370384
2987799,0.010996372204794198
2987801,0.0013154110818504364
2987805,0.002304994251468267
2987806,0.005201137066770024
2987807,0.011076435785386817
2987810,0.002562360539897223
2987814,0.020297600111918633
2987816,0.023520836971583248
2987817,0.031850591109542574
2987819,0.07976874473384245
2987825,0.23169950781552467
2987827,0.007487667583663284
2987828,0.3980999296566375
2987837,0.10974495398745396
2987842,0.0033869862761428705
2987845,0.005317357479998347
2987848,0.06721131038684972
2987864,0.032190275141757804
2987872,0.07249847963784863
2987881,0.010899512045505608
2987882,0.007737672122440068
2987888,0.045543317581510555
2987892,0.08635206423754604
2987895,0.23137932889869395
2987901,0.073892491420324
2987903,0.02364763023970582
2987907,0.004114275021161011
2987910,0.010347328561784372
2987911,0.021100656988115002
2987913,0.004004518385745778
2987914,0.003125177646671564
2987915,0.045152084603529076
2987917,0.04636315465611897
2987927,0.007102046179531255
2987930,0.0029214666620268268
2987934,0.0014825675249724526
2987937,0.23014286119094715
2987938,0.0017593294874663518
2987944,0.007971687315461252
2987959,0.0035236500159781057
2987961,0.010414073002509159
2987962,0.035862596881597444
2987969,0.05838165796175159
2987978,0.0010748998615694647
2987993,0.003529857338271669
2987994,0.009568756247435906
2987997,0.004376374021365267
2987999,0.001989172090490888
2988000,0.08886130457303984
2988006,0.008975701166285446
2988010,0.06927073307770036
2988018,0.03553077264100675
2988033,0.020626276915643206
2988034,0.0051806856093437265
2988049,0.02016140165724201
2988051,0.0058808530377654124
2988055,0.006797057166958402
2988062,0.9839961835281652
2988063,0.0006519051871589825
2988067,0.12869111311220247
2988072,0.009772563962757925
2988073,0.013788873831266557
2988076,0.001611496992572093
2988080,0.0012369507255237616
2988082,0.012779028301234436
2988083,0.04440492586574138
2988085,0.036212089038674886
2988087,0.023156408973323033
2988092,0.08525600448008432
2988093,0.001053476224280002
2988095,0.005323091859111659
2988104,0.008664214571517115
2988115,0.014305427487643541
2988121,0.011907838137657719
2988132,0.005958964004609162
2988147,0.007140291333330816
2988152,0.020759620694183883
2988162,0.0007748018941244576
2988175,0.04166876409523476
2988177,0.04477414176010937
2988179,0.005272053755637675
2988204,0.007931748164406074
2988207,0.02172877104267627
2988215,0.008737309951490158
2988216,0.007188673561258826
2988221,0.004301739589553865
2988222,0.037976077806323116
2988223,0.15095849412959775
2988229,0.014877687696855399
2988242,0.034696860602668474
2988251,0.024211590135794124
2988252,0.024984919675918798
2988255,0.01331998347452957
2988258,0.022413421144679927
2988264,0.029261937075623825
2988265,0.01791205815636021
2988282,0.6957353732269342
2988286,0.0468227688612407
2988288,0.023629166025841215
2988289,0.008526831178216494
2988296,0.0210708946206531
2988298,0.00546657955995632
2988304,0.02822639564786795
2988308,0.005433380671475465
2988310,0.20262049985897387
2988314,0.08358114436199197
2988316,0.010872625457218333
2988327,0.007073224392489262
2988333,0.0018380373931090458
2988338,0.0024459275610143874
2988339,0.02288966971990706
2988341,0.004824478617234093
2988350,0.007474253783111054
2988353,0.005611849184817366
2988354,0.003963387838766182
2988355,0.41010326369373756
2988357,0.003058535326567848
2988363,0.07688697007206363
2988378,0.021113227684138532
2988379,0.005501050262831323
2988390,0.00907931470370468
2988400,0.007741098883518355
2988404,0.009407584911971632
2988408,0.013137138801687582
2988409,0.01453241894796735
2988425,0.001954430683789507
2988433,0.0011221781130258976
2988440,0.0006106143203584945
2988442,0.0033015909064266708
2988459,0.013736167546696305
2988463,0.006917443606886605
2988464,0.03399452879660758
2988468,0.011544788261100484
2988473,0.001713735830388946
2988489,0.09871014057381654
2988490,0.0033131423709886853
2988495,0.025301982708781014
2988497,0.010896206574608363
2988501,0.02563176347168839
2988503,0.03540067913254379
2988513,0.03882774099939587
2988515,0.10838750330112616
2988520,0.004204711897999292
2988524,0.038689639046211824
2988532,0.0017995587160638236
2988537,0.0023020133990559392
2988539,0.0006506236886202556
2988562,0.028594783870772904
2988568,0.000601725840691507
2988573,0.07174353647328119
2988577,0.0012760852960341268
2988580,0.004810623073593809
2988583,0.0018521093721732707
2988584,0.01889792199426401
2988585,0.006933169427364864
2988593,0.003501026806309554
2988600,0.0011284891010854567
2988604,0.03253514139129595
2988607,0.0303379175504161
2988610,0.01343062096883113
2988614,0.015465754648208903
2988616,0.026507796480739067
2988620,0.01575335080710686
2988621,0.011641225832075703
2988628,0.009369284333449666
2988631,0.00859938934857785
2988634,0.0323204153488827
2988636,0.000866847316977634
2988640,0.0031238017535996643
2988650,0.07912735955195359
2988655,0.051508038169225355
2988658,0.006493866302307645
2988660,0.008092543995177835
2988664,0.02536728331716768
